ID,system,Donor,Aux,Bridge,Anchor,VIP_eV,VEA_eV,I_AIP_electronic_eV,A_AEA_electronic_eV,AIP_Gibbs_eV,AEA_Gibbs_eV,chi_eV,mu_eV,eta_eV,softness_eV_inv,omega_eV,I_minus_A_eV,lambda_h_eV,lambda_e_eV,lambda_total_eV,CT_percent,Anchor_electron_percent,Donor_to_Anchor_net_e,off_diagonal_fraction,optical_value,PCC_nm,PCB_nm,dominated_by_count,pareto_front,epsilon_dominated_by_count,epsilon_pareto_front,z_optical,z_CT,z_reorg,core_compromise_score,distance_to_ideal,z_anchor,z_TDM,mechanistic_support_score,sigma_ev,source,optical_metric
D10,D10_PTZ_NONE_T_RAA,PTZ,NONE,T,RAA,5.03526702,3.14132243,4.83802937,3.26284168,4.87483821,3.3668104,4.050435525,-4.050435525,0.787593845,0.6348449815526428,10.415284506306692,1.57518769,0.35003339,0.24278244,0.5928158299999999,70.257,50.84,0.19543,0.5379915504597523,0.286895185117768,480.6598745182639,43.73978121597051,4,False,4,False,0.19620316363896914,0.3533083645443198,0.20165834474451516,0.25038995764260136,1.304472622950904,0.9719401389631214,0.8050012867246953,0.8884707128439083,0.2,CIEFL10,PCF_sigma_0.20
D11,D11_PTZ_NONE_TT_CAA,PTZ,NONE,TT,CAA,5.04212021,3.19515852,4.84919883,3.33140512,4.83423882,3.45483923,4.090301975,-4.090301975,0.7588968549999999,0.6588510634953153,11.022953999914062,1.51779371,0.34786791,0.26582531,0.61369322,68.96,36.43,0.14881,0.3718822119043091,0.269241898100996,474.270927346421,41.35859156317918,7,False,8,False,0.13071660786351577,0.19138576779026076,0.1324272632921225,0.15150987964863302,1.4704397457411353,0.586851950828434,0.4446653038583727,0.5157586273434034,0.2,CIEFL10,PCF_sigma_0.20
D12,D12_PTZ_NONE_TT_RAA,PTZ,NONE,TT,RAA,5.00510783,3.18605768,4.8186799,3.30676303,4.81151732,3.43462117,4.062721465,-4.062721465,0.7559584350000002,0.661412025913832,10.917072247610903,1.5119168700000003,0.34261367,0.23805473,0.5806684,67.638,50.4,0.13778,0.3351928448249243,0.3299165299562651,487.3113503661421,45.986958778076136,4,False,4,False,0.3557949549934392,0.026342072409487986,0.24194018628539893,0.2080257378961087,1.3920002087430776,0.9601817210048103,0.365076165389311,0.6626289431970607,0.2,CIEFL10,PCF_sigma_0.20
D13,D13_PTZ_BTD_T_CAA,PTZ,BTD,T,CAA,5.01843596,3.38197938,4.81683714,3.53898963,4.83217076,3.64099233,4.177913385,-4.177913385,0.6389237549999998,0.7825659886444513,13.659658226795909,1.2778475099999995,0.36423747,0.28939064,0.65362811,75.109,15.4,0.06707,0.6278829540982833,0.3484377802635786,506.9711981253931,50.4548974078065,2,False,2,False,0.4245013035691281,0.9590511860174777,0.0,0.4611841631955353,1.1545022975118793,0.024853019775521103,1.0,0.5124265098877605,0.2,CIEFL10,PCF_sigma_0.20
D14,D14_PTZ_BTD_T_RAA,PTZ,BTD,T,RAA,5.01143583,3.33864008,4.80743969,3.47363958,4.82555839,3.5926649,4.140539635,-4.140539635,0.6669000549999999,0.74973753001115,12.853551548294543,1.33380011,0.36350004,0.25966248,0.6231625199999999,75.437,21.83,0.0697,0.6146302906601093,0.4264309176624288,512.5508867200085,52.0388689919318,0,True,0,True,0.7138243025958748,1.0,0.10102631328845191,0.6049502052947756,0.9434247289447579,0.19668626402993045,0.9712513965372447,0.5839688302835876,0.2,CIEFL10,PCF_sigma_0.20
D15,D15_PTZ_BTD_TT_CAA,PTZ,BTD,TT,CAA,5.01602639,3.37544076,4.81053553,3.50912976,4.86109646,3.59944054,4.159832645,-4.159832645,0.6507028850000001,0.7683998511855376,13.296550571162516,1.30140577,0.37032084,0.25269772,0.62301856,74.688,14.47,0.05022,0.5715069108060646,0.4235742009699847,511.6742326175686,52.19233682631962,3,False,4,False,0.7032270389340609,0.906491885143571,0.1015036960688609,0.570407540048831,0.9508488660884896,0.0,0.8777051480279325,0.43885257401396627,0.2,CIEFL10,PCF_sigma_0.20
D16,D16_PTZ_BTD_TT_RAA,PTZ,BTD,TT,RAA,5.00446101,3.32119105,4.80024282,3.44621948,4.80610225,3.56191604,4.1232311500000005,-4.1232311500000005,0.6770116700000002,0.738539706413037,12.555939483532333,1.3540233400000004,0.37124875,0.24034103,0.6115897800000001,75.203,21.35,0.05454,0.5720088908396997,0.4873468085688001,517.2775626175769,53.25983188550656,0,True,0,True,0.9397976232393047,0.9707865168539332,0.13940243719892864,0.6833288590973888,0.8631951800515955,0.18385889898450028,0.8787940781890673,0.5313264885867838,0.2,CIEFL10,PCF_sigma_0.20
D01,D01_TPA_NONE_T_CAA,TPA,NONE,T,CAA,5.0901562,3.12777197,5.02117669,3.28423364,5.08148148,3.39244352,4.152705165,-4.152705165,0.8684715249999999,0.5757241148464828,9.928339439463882,1.7369430499999998,0.11174655,0.29789665,0.4096432,70.577,37.98,0.18657,0.2489111733662811,0.1367822446939764,490.4558696796086,40.90354622276956,4,False,4,False,0.08036631012351256,0.39325842696629154,0.8090733169885994,0.4275660180261345,1.1181746099286096,0.6282736504543024,0.17790793536218272,0.40309079290824257,0.2,LEDB2,PCF_sigma_0.20
D02,D02_TPA_NONE_T_RAA,TPA,NONE,T,RAA,5.04126849,3.12996821,4.98357328,3.25670415,5.01696328,3.38204877,4.120138715,-4.120138715,0.8634345649999999,0.5790826777938871,9.830242915305256,1.72686913,0.12017637,0.25915117,0.37932754,69.983,51.89,0.19012,0.269464825092078,0.172050825246021,499.52024236577336,43.91080397355046,2,False,3,False,0.22915051154629143,0.31910112359550563,0.9096024505030391,0.4859513618816121,1.0324746634631294,1.0,0.22249435272146376,0.6112471763607319,0.2,LEDB2,PCF_sigma_0.20
D03,D03_TPA_NONE_TT_CAA,TPA,NONE,TT,CAA,5.05277728,3.18736328,4.99420286,3.32592257,5.04874618,3.45263511,4.160062715,-4.160062715,0.8341401449999999,0.5994196574725462,10.373629597178285,1.6682802899999998,0.11402333,0.27610795,0.3901312799999999,68.089,36.08,0.13624,0.252109328320968,0.169941418442792,498.54594620892993,43.61251997760766,4,False,5,False,0.22025175798769356,0.08264669163545477,0.8737763915976654,0.39222494707360456,1.2105687971390824,0.577498663816141,0.18484559653751306,0.38117213017682705,0.2,LEDB2,PCF_sigma_0.20
D04,D04_TPA_NONE_TT_RAA,TPA,NONE,TT,RAA,5.01761962,3.18246577,4.94952476,3.30351943,5.02431036,3.37524593,4.126522095,-4.126522095,0.823002665,0.6075314470579509,10.345157631125772,1.64600533,0.13825833,0.24401539,0.38227372,67.427,50.18,0.13417,0.1668983551300852,0.2075906935319364,507.9919656339695,46.17064621057582,2,False,3,False,0.3790791686916419,0.0,0.8998326839013037,0.42630395086431516,1.181345068118151,0.9543025120256547,0.0,0.4771512560128274,0.2,LEDB2,PCF_sigma_0.20
D05,D05_TPA_BTD_T_CAA,TPA,BTD,T,CAA,5.04680819,3.38230674,4.99307604,3.53598984,4.96349291,3.63821676,4.2645329400000005,-4.2645329400000005,0.7285431,0.686301194809202,12.48123906213994,1.4570862,0.1088118,0.28619385,0.39500565,74.294,15.55,0.06196,0.5009125244839033,0.2514528982832051,528.6991625752264,49.08324498853665,2,False,2,False,0.5641164739761497,0.8573033707865166,0.8576125939917816,0.7596774795848159,0.4802405122827771,0.028861571352218066,0.7245668729528656,0.37671422215254186,0.2,LEDB2,PCF_sigma_0.20
D06,D06_TPA_BTD_T_RAA,TPA,BTD,T,RAA,5.0340885,3.32617836,4.97840067,3.47259303,5.01108562,3.58295044,4.22549685,-4.22549685,0.75290382,0.6640954484730865,11.85730710554764,1.50580764,0.10890432,0.27493269,0.38383701,74.75,22.03,0.065,0.5090548317371103,0.2813628975007304,529.5573165274487,49.766022051787296,1,False,1,False,0.6902949387308777,0.9142322097378279,0.8946486902448308,0.8330586129045122,0.33818964692801634,0.20203099946552647,0.7422297347305292,0.47213036709802786,0.2,LEDB2,PCF_sigma_0.20
D07,D07_TPA_BTD_TT_CAA,TPA,BTD,TT,CAA,5.03634786,3.37466741,4.98133297,3.50388204,4.99894934,3.61549526,4.2426075050000005,-4.2426075050000005,0.7387254650000001,0.6768414298537819,12.182955166898386,1.4774509300000005,0.10810485,0.25150777,0.35961262,73.75,14.52,0.046,0.3952570232230634,0.3112150152854528,535.9631669356335,50.245186614599845,1,False,1,False,0.8162292245982791,0.7893882646691636,0.9749786892161829,0.8601987261612085,0.28063333184808326,0.001336183858898956,0.49537157771453433,0.24835388078671664,0.2,LEDB2,PCF_sigma_0.20
D08,D08_TPA_BTD_TT_RAA,TPA,BTD,TT,RAA,5.02517269,3.32108819,4.96767394,3.44502926,4.98621442,3.55758943,4.2063516,-4.2063516,0.76132234,0.656752040141105,11.620172463888656,1.52264468,0.11340182,0.23866535,0.35206717,74.758,21.66,0.05156,0.4121693902561036,0.3547769952093172,539.9040432977707,51.09508838821076,0,True,0,True,1.0,0.9152309612983767,1.0,0.9717436537661256,0.08476903870162333,0.19214323890967394,0.5320590659102234,0.36210115240994867,0.2,LEDB2,PCF_sigma_0.20
D09,D09_PTZ_NONE_T_CAA,PTZ,NONE,T,CAA,5.06368877,3.13684561,4.86635098,3.28042295,4.89366849,3.40177703,4.073386965,-4.073386965,0.7929640149999999,0.6305456370551696,10.462316733648947,1.5859280299999998,0.35212813,0.28186044,0.63398857,70.744,36.98,0.2035,0.4188660044651044,0.1177317967622933,486.8919382739795,39.56024055006807,7,False,7,False,0.0,0.41410736579275864,0.06512627265321569,0.1597445461486581,1.4890463608973261,0.6015499732763228,0.5465858293291957,0.5740679013027592,0.2,LEDB2,PCF_sigma_0.20
D10,D10_PTZ_NONE_T_RAA,PTZ,NONE,T,RAA,5.03526702,3.14132243,4.83802937,3.26284168,4.87483821,3.3668104,4.050435525,-4.050435525,0.787593845,0.6348449815526428,10.415284506306692,1.57518769,0.35003339,0.24278244,0.5928158299999999,70.257,50.84,0.19543,0.5379915504597523,0.1537112718810329,495.7275872986856,42.75033042960345,4,False,4,False,0.1517831846181878,0.3533083645443198,0.20165834474451516,0.2355832979690076,1.3323029819755239,0.9719401389631214,0.8050012867246953,0.8884707128439083,0.2,LEDB2,PCF_sigma_0.20
D11,D11_PTZ_NONE_TT_CAA,PTZ,NONE,TT,CAA,5.04212021,3.19515852,4.84919883,3.33140512,4.83423882,3.45483923,4.090301975,-4.090301975,0.7588968549999999,0.6588510634953153,11.022953999914062,1.51779371,0.34786791,0.26582531,0.61369322,68.96,36.43,0.14881,0.3718822119043091,0.13706967177242,489.4268566659515,40.49146511764052,7,False,8,False,0.08157885136175168,0.19138576779026076,0.1324272632921225,0.1351306274813783,1.5000122787087249,0.586851950828434,0.4446653038583727,0.5157586273434034,0.2,LEDB2,PCF_sigma_0.20
D12,D12_PTZ_NONE_TT_RAA,PTZ,NONE,TT,RAA,5.00510783,3.18605768,4.8186799,3.30676303,4.81151732,3.43462117,4.062721465,-4.062721465,0.7559584350000002,0.661412025913832,10.917072247610903,1.5119168700000003,0.34261367,0.23805473,0.5806684,67.638,50.4,0.13778,0.3351928448249243,0.1847630423528345,502.5525411703663,44.77862226907229,4,False,4,False,0.28277833100897715,0.026342072409487986,0.24194018628539893,0.18368686323462136,1.4272600896820224,0.9601817210048103,0.365076165389311,0.6626289431970607,0.2,LEDB2,PCF_sigma_0.20
D13,D13_PTZ_BTD_T_CAA,PTZ,BTD,T,CAA,5.01843596,3.38197938,4.81683714,3.53898963,4.83217076,3.64099233,4.177913385,-4.177913385,0.6389237549999998,0.7825659886444513,13.659658226795909,1.2778475099999995,0.36423747,0.28939064,0.65362811,75.109,15.4,0.06707,0.6278829540982833,0.2220632596030712,523.8717669848018,48.6920057920244,2,False,2,False,0.4401332046558809,0.9590511860174777,0.0,0.4663947968911195,1.1467901437906889,0.024853019775521103,1.0,0.5124265098877605,0.2,LEDB2,PCF_sigma_0.20
D14,D14_PTZ_BTD_T_RAA,PTZ,BTD,T,RAA,5.01143583,3.33864008,4.80743969,3.47363958,4.82555839,3.5926649,4.140539635,-4.140539635,0.6669000549999999,0.74973753001115,12.853551548294543,1.33380011,0.36350004,0.25966248,0.6231625199999999,75.437,21.83,0.0697,0.6146302906601093,0.2819484312622057,531.0198812241771,50.07101836862868,0,True,0,True,0.6927650742379934,1.0,0.10102631328845191,0.5979304625088151,0.9500247307348048,0.19668626402993045,0.9712513965372447,0.5839688302835876,0.2,LEDB2,PCF_sigma_0.20
D15,D15_PTZ_BTD_TT_CAA,PTZ,BTD,TT,CAA,5.01602639,3.37544076,4.81053553,3.50912976,4.86109646,3.59944054,4.159832645,-4.159832645,0.6507028850000001,0.7683998511855376,13.296550571162516,1.30140577,0.37032084,0.25269772,0.62301856,74.688,14.47,0.05022,0.5715069108060646,0.2781312989830183,530.3723145011238,50.05748238453714,3,False,4,False,0.6766621018757818,0.906491885143571,0.1015036960688609,0.5615525610294045,0.9594721320003559,0.0,0.8777051480279325,0.43885257401396627,0.2,LEDB2,PCF_sigma_0.20
D16,D16_PTZ_BTD_TT_RAA,PTZ,BTD,TT,RAA,5.00446101,3.32119105,4.80024282,3.44621948,4.80610225,3.56191604,4.1232311500000005,-4.1232311500000005,0.6770116700000002,0.738539706413037,12.555939483532333,1.3540233400000004,0.37124875,0.24034103,0.6115897800000001,75.203,21.35,0.05454,0.5720088908396997,0.3342358671614376,536.9649676670011,51.13326645953447,0,True,0,True,0.9133450996584086,0.9707865168539332,0.13940243719892864,0.6745113512370903,0.8654424674407194,0.18385889898450028,0.8787940781890673,0.5313264885867838,0.2,LEDB2,PCF_sigma_0.20
D01,D01_TPA_NONE_T_CAA,TPA,NONE,T,CAA,5.0901562,3.12777197,5.02117669,3.28423364,5.08148148,3.39244352,4.152705165,-4.152705165,0.8684715249999999,0.5757241148464828,9.928339439463882,1.7369430499999998,0.11174655,0.29789665,0.4096432,70.577,37.98,0.18657,0.2489111733662811,0.2098840503280995,482.4684646591458,39.39703054063247,4,False,4,False,0.1053821709716561,0.39325842696629154,0.8090733169885994,0.435904638308849,1.097692759723112,0.6282736504543024,0.17790793536218272,0.40309079290824257,0.2,LEDB3,PCF_sigma_0.20
D02,D02_TPA_NONE_T_RAA,TPA,NONE,T,RAA,5.04126849,3.12996821,4.98357328,3.25670415,5.01696328,3.38204877,4.120138715,-4.120138715,0.8634345649999999,0.5790826777938871,9.830242915305256,1.72686913,0.12017637,0.25915117,0.37932754,69.983,51.89,0.19012,0.269464825092078,0.2539792154050706,490.5194161046775,42.60193925637012,2,False,3,False,0.2799826821108431,0.31910112359550563,0.9096024505030391,0.5028954187364626,0.9950979524168732,1.0,0.22249435272146376,0.6112471763607319,0.2,LEDB3,PCF_sigma_0.20
D03,D03_TPA_NONE_TT_CAA,TPA,NONE,TT,CAA,5.05277728,3.18736328,4.99420286,3.32592257,5.04874618,3.45263511,4.160062715,-4.160062715,0.8341401449999999,0.5994196574725462,10.373629597178285,1.6682802899999998,0.11402333,0.27610795,0.3901312799999999,68.089,36.08,0.13624,0.252109328320968,0.2519955831703734,489.6418470830534,42.289187207796985,4,False,5,False,0.27212823363591987,0.08264669163545477,0.8737763915976654,0.40951710562301336,1.1778229068732906,0.577498663816141,0.18484559653751306,0.38117213017682705,0.2,LEDB3,PCF_sigma_0.20
D04,D04_TPA_NONE_TT_RAA,TPA,NONE,TT,RAA,5.01761962,3.18246577,4.94952476,3.30351943,5.02431036,3.37524593,4.126522095,-4.126522095,0.823002665,0.6075314470579509,10.345157631125772,1.64600533,0.13825833,0.24401539,0.38227372,67.427,50.18,0.13417,0.1668983551300852,0.2952653702127975,498.093089186717,45.16063083040078,2,False,3,False,0.44346055366019854,0.0,0.8998326839013037,0.4477644125205007,1.1488122764606188,0.9543025120256547,0.0,0.4771512560128274,0.2,LEDB3,PCF_sigma_0.20
D05,D05_TPA_BTD_T_CAA,TPA,BTD,T,CAA,5.04680819,3.38230674,4.99307604,3.53598984,4.96349291,3.63821676,4.2645329400000005,-4.2645329400000005,0.7285431,0.686301194809202,12.48123906213994,1.4570862,0.1088118,0.28619385,0.39500565,74.294,15.55,0.06196,0.5009125244839033,0.3239897728025187,517.7971062598004,48.8337530395885,2,False,2,False,0.5571985420672853,0.8573033707865166,0.8576125939917816,0.7573715022818611,0.4865281415560433,0.028861571352218066,0.7245668729528656,0.37671422215254186,0.2,LEDB3,PCF_sigma_0.20
D06,D06_TPA_BTD_T_RAA,TPA,BTD,T,RAA,5.0340885,3.32617836,4.97840067,3.47259303,5.01108562,3.58295044,4.22549685,-4.22549685,0.75290382,0.6640954484730865,11.85730710554764,1.50580764,0.10890432,0.27493269,0.38383701,74.75,22.03,0.065,0.5090548317371103,0.3620174867317967,518.1257055814232,49.75179006445082,1,False,1,False,0.7077741953824896,0.9142322097378279,0.8946486902448308,0.8388850317883828,0.32225910878970804,0.20203099946552647,0.7422297347305292,0.47213036709802786,0.2,LEDB3,PCF_sigma_0.20
D07,D07_TPA_BTD_TT_CAA,TPA,BTD,TT,CAA,5.03634786,3.37466741,4.98133297,3.50388204,4.99894934,3.61549526,4.2426075050000005,-4.2426075050000005,0.7387254650000001,0.6768414298537819,12.182955166898386,1.4774509300000005,0.10810485,0.25150777,0.35961262,73.75,14.52,0.046,0.3952570232230634,0.3886470002980653,524.2947225649169,50.5915824640979,1,False,1,False,0.8132171996652121,0.7893882646691636,0.9749786892161829,0.8591947178501863,0.28261490327530836,0.001336183858898956,0.49537157771453433,0.24835388078671664,0.2,LEDB3,PCF_sigma_0.20
D08,D08_TPA_BTD_TT_RAA,TPA,BTD,TT,RAA,5.02517269,3.32108819,4.96767394,3.44502926,4.98621442,3.55758943,4.2063516,-4.2063516,0.76132234,0.656752040141105,11.620172463888656,1.52264468,0.11340182,0.23866535,0.35206717,74.758,21.66,0.05156,0.4121693902561036,0.4358187889747646,527.6582890462452,51.85150479513658,0,True,0,True,1.0,0.9152309612983767,1.0,0.9717436537661256,0.08476903870162333,0.19214323890967394,0.5320590659102234,0.36210115240994867,0.2,LEDB3,PCF_sigma_0.20
D09,D09_PTZ_NONE_T_CAA,PTZ,NONE,T,CAA,5.06368877,3.13684561,4.86635098,3.28042295,4.89366849,3.40177703,4.073386965,-4.073386965,0.7929640149999999,0.6305456370551696,10.462316733648947,1.5859280299999998,0.35212813,0.28186044,0.63398857,70.744,36.98,0.2035,0.4188660044651044,0.1832699001469444,479.31699552323,37.976459046734696,7,False,7,False,0.0,0.41410736579275864,0.06512627265321569,0.1597445461486581,1.4890463608973261,0.6015499732763228,0.5465858293291957,0.5740679013027592,0.2,LEDB3,PCF_sigma_0.20
D10,D10_PTZ_NONE_T_RAA,PTZ,NONE,T,RAA,5.03526702,3.14132243,4.83802937,3.26284168,4.87483821,3.3668104,4.050435525,-4.050435525,0.787593845,0.6348449815526428,10.415284506306692,1.57518769,0.35003339,0.24278244,0.5928158299999999,70.257,50.84,0.19543,0.5379915504597523,0.2305136433198258,487.1617471292046,41.32174114611888,4,False,4,False,0.18706771347186835,0.3533083645443198,0.20165834474451516,0.2473448075869011,1.3101215105341435,0.9719401389631214,0.8050012867246953,0.8884707128439083,0.2,LEDB3,PCF_sigma_0.20
D11,D11_PTZ_NONE_TT_CAA,PTZ,NONE,TT,CAA,5.04212021,3.19515852,4.84919883,3.33140512,4.83423882,3.45483923,4.090301975,-4.090301975,0.7588968549999999,0.6588510634953153,11.022953999914062,1.51779371,0.34786791,0.26582531,0.61369322,68.96,36.43,0.14881,0.3718822119043091,0.2113792365933479,481.543721177885,39.00083159222582,7,False,8,False,0.11130255443557924,0.19138576779026076,0.1324272632921225,0.1450385285059875,1.4819995208378673,0.586851950828434,0.4446653038583727,0.5157586273434034,0.2,LEDB3,PCF_sigma_0.20
D12,D12_PTZ_NONE_TT_RAA,PTZ,NONE,TT,RAA,5.00510783,3.18605768,4.8186799,3.30676303,4.81151732,3.43462117,4.062721465,-4.062721465,0.7559584350000002,0.661412025913832,10.917072247610903,1.5119168700000003,0.34261367,0.23805473,0.5806684,67.638,50.4,0.13778,0.3351928448249243,0.2691951407886124,493.21776164086367,43.567239580490885,4,False,4,False,0.3402321072980412,0.026342072409487986,0.24194018628539893,0.20283812199764273,1.399270564747665,0.9601817210048103,0.365076165389311,0.6626289431970607,0.2,LEDB3,PCF_sigma_0.20
D13,D13_PTZ_BTD_T_CAA,PTZ,BTD,T,CAA,5.01843596,3.38197938,4.81683714,3.53898963,4.83217076,3.64099233,4.177913385,-4.177913385,0.6389237549999998,0.7825659886444513,13.659658226795909,1.2778475099999995,0.36423747,0.28939064,0.65362811,75.109,15.4,0.06707,0.6278829540982833,0.2927576998057117,513.1208714680315,48.220413929913725,2,False,2,False,0.4335311082418288,0.9590511860174777,0.0,0.46419409808643547,1.150027743446351,0.024853019775521103,1.0,0.5124265098877605,0.2,LEDB3,PCF_sigma_0.20
D14,D14_PTZ_BTD_T_RAA,PTZ,BTD,T,RAA,5.01143583,3.33864008,4.80743969,3.47363958,4.82555839,3.5926649,4.140539635,-4.140539635,0.6669000549999999,0.74973753001115,12.853551548294543,1.33380011,0.36350004,0.25966248,0.6231625199999999,75.437,21.83,0.0697,0.6146302906601093,0.3607099429993217,519.3746199122518,50.17602540181466,0,True,0,True,0.7025968068042076,1.0,0.10102631328845191,0.6012077066975532,0.9468908853309375,0.19668626402993045,0.9712513965372447,0.5839688302835876,0.2,LEDB3,PCF_sigma_0.20
