system,ID,Donor,Aux,Bridge,Anchor,light_source,sigma_ev,PCF,PCC_nm,PCB_nm,B1_380_500_fraction,B2_500_600_fraction,B3_600_700_fraction,B4_700_780_fraction
D09_PTZ_NONE_T_CAA,D09,PTZ,NONE,T,CAA,LEDB3,0.3,0.23275933973989743,508.31397122469525,55.71758776920784,0.4707957703170779,0.465347466397502,0.06325279244932029,0.0006039708360997085
D09_PTZ_NONE_T_CAA,D09,PTZ,NONE,T,CAA,LEDB4,0.3,0.2640154250791513,501.6864223607829,54.47678205269063,0.5219771722162998,0.4313896606753866,0.04612126354197908,0.0005119035663343981
D10_PTZ_NONE_T_RAA,D10,PTZ,NONE,T,RAA,AM15G,0.3,0.2614197436483052,499.23809340310896,61.91239549113701,0.5488640216652695,0.38512194136829814,0.061514165841171406,0.00449987112526096
D10_PTZ_NONE_T_RAA,D10,PTZ,NONE,T,RAA,CIEFL10,0.3,0.36086299640873737,504.54199156001977,58.231733149469825,0.5304927363207894,0.396524890225167,0.07228464263294292,0.0006977308211005978
D10_PTZ_NONE_T_RAA,D10,PTZ,NONE,T,RAA,LEDB2,0.3,0.23175478076212055,531.679966884224,58.7822383493974,0.3189341590228766,0.5504322899753635,0.1288800986013988,0.0017534524003610418
D10_PTZ_NONE_T_RAA,D10,PTZ,NONE,T,RAA,LEDB3,0.3,0.30009268077771856,515.7593026528416,57.50210797182126,0.4164584127410046,0.5004352520037813,0.08221644646670427,0.0008898887885098066
D10_PTZ_NONE_T_RAA,D10,PTZ,NONE,T,RAA,LEDB4,0.3,0.335340594928643,508.8297051848417,56.51860372639044,0.46628795016977154,0.4721589011820306,0.06078638228441254,0.0007667663637853268
D11_PTZ_NONE_TT_CAA,D11,PTZ,NONE,TT,CAA,AM15G,0.3,0.24860083387412507,493.6784623852062,59.901925078969896,0.584773820280912,0.3623214070059608,0.049644383534740925,0.0032603891783863997
D11_PTZ_NONE_TT_CAA,D11,PTZ,NONE,TT,CAA,CIEFL10,0.3,0.33979824757719457,499.5179458412906,57.26703670855064,0.5682106985118361,0.37121795233903926,0.06005375484415679,0.0005175943049679305
D11_PTZ_NONE_TT_CAA,D11,PTZ,NONE,TT,CAA,LEDB2,0.3,0.2094913528794357,526.3456324104405,58.09162875451102,0.3526397481222866,0.5357798488138756,0.1102336006222638,0.0013468024415738667
D11_PTZ_NONE_TT_CAA,D11,PTZ,NONE,TT,CAA,LEDB3,0.3,0.2779225978538314,510.80375350893075,56.3108152823655,0.4512866736627421,0.47929852749433277,0.06874734851443152,0.0006674503284936112
D11_PTZ_NONE_TT_CAA,D11,PTZ,NONE,TT,CAA,LEDB4,0.3,0.3136258276654709,504.10706210746173,55.17801149432603,0.5018730264191583,0.44718190185284357,0.050376368724275436,0.0005687030037227615
D12_PTZ_NONE_TT_RAA,D12,PTZ,NONE,TT,RAA,AM15G,0.3,0.3009456412682056,505.4663956600995,64.12330941281029,0.5093532599780841,0.40797003566887613,0.07653548019388934,0.0061412241591505155
D12_PTZ_NONE_TT_RAA,D12,PTZ,NONE,TT,RAA,CIEFL10,0.3,0.41995519162565825,509.9963099109312,59.17741956071327,0.4894458494940897,0.4222646525633394,0.08735798616046571,0.0009315117821051888
D12_PTZ_NONE_TT_RAA,D12,PTZ,NONE,TT,RAA,LEDB2,0.3,0.2815080884062551,537.548930677905,59.284899796512676,0.2835175611097959,0.5633111332527827,0.15091735134631215,0.002253954291109381
D12_PTZ_NONE_TT_RAA,D12,PTZ,NONE,TT,RAA,LEDB3,0.3,0.3550081242587395,521.2877331030058,58.64169449586309,0.37909847888722875,0.5210252758248974,0.09870216049019813,0.00117408479767581
D12_PTZ_NONE_TT_RAA,D12,PTZ,NONE,TT,RAA,LEDB4,0.3,0.3924767851851672,514.1290342918305,57.82560064732767,0.4276922913515369,0.49758389575710693,0.07370010854542347,0.0010237043459326693
D13_PTZ_BTD_T_CAA,D13,PTZ,BTD,T,CAA,AM15G,0.3,0.2940856197945136,519.4863170841609,71.13184437275736,0.4307980447859567,0.43407176902459593,0.12125203240761188,0.013878153781835477
D13_PTZ_BTD_T_CAA,D13,PTZ,BTD,T,CAA,CIEFL10,0.3,0.40900062514647306,521.6781558564845,61.21604767040858,0.4085627343547335,0.45995955665444344,0.1294682503261648,0.002009458664658225
D13_PTZ_BTD_T_CAA,D13,PTZ,BTD,T,CAA,LEDB2,0.3,0.30152906921071954,550.8602831926606,60.35148704814813,0.2158480842998622,0.567300307457554,0.21233129616409446,0.00452031207848942
D13_PTZ_BTD_T_CAA,D13,PTZ,BTD,T,CAA,LEDB3,0.3,0.3580944839752646,534.07109971416,60.916291097614106,0.303572166153674,0.5472981817733964,0.14663359087329847,0.002496061199631199
D13_PTZ_BTD_T_CAA,D13,PTZ,BTD,T,CAA,LEDB4,0.3,0.38557926705823437,526.3568206669088,60.439850068048344,0.34862681496816056,0.5370105883147989,0.11211659660441174,0.0022460001126288066
D14_PTZ_BTD_T_RAA,D14,PTZ,BTD,T,RAA,AM15G,0.3,0.3548400274810769,526.7483594777949,73.42860034512034,0.39588700584433567,0.44057554032795376,0.14504105986195756,0.018496393965753057
D14_PTZ_BTD_T_RAA,D14,PTZ,BTD,T,RAA,CIEFL10,0.3,0.49490196465927744,526.5648405116136,61.82648704037105,0.37780525362684875,0.46915117985178995,0.15040939479220836,0.002634171729153046
D14_PTZ_BTD_T_RAA,D14,PTZ,BTD,T,RAA,LEDB2,0.3,0.3799967086320288,556.2406978263065,60.66094606500161,0.19272677241702946,0.5607707813644308,0.24077765251659847,0.0057247937019414795
D14_PTZ_BTD_T_RAA,D14,PTZ,BTD,T,RAA,LEDB3,0.3,0.4406873391873625,539.2482235808607,61.8135013853287,0.2773938990750174,0.5494502445949717,0.16992023081367771,0.003235625516333212
D14_PTZ_BTD_T_RAA,D14,PTZ,BTD,T,RAA,LEDB4,0.3,0.4697852480911963,531.2424359912432,61.497997170448635,0.32142578400764676,0.5445279410788626,0.13110135279955076,0.0029449221139399955
D15_PTZ_BTD_TT_CAA,D15,PTZ,BTD,TT,CAA,AM15G,0.3,0.35298584221465296,525.6504778744478,73.4806438614068,0.40153388103423543,0.43801511984382235,0.1424368166179164,0.018014182504025755
D15_PTZ_BTD_TT_CAA,D15,PTZ,BTD,TT,CAA,CIEFL10,0.3,0.49160648564560083,525.8441866015447,61.95432241178057,0.3823781748186644,0.4668236252880152,0.14822625144720217,0.0025719484461184353
D15_PTZ_BTD_TT_CAA,D15,PTZ,BTD,TT,CAA,LEDB2,0.3,0.3753482303992546,555.7142945145371,60.7171587343768,0.1953193705565717,0.5607462537300748,0.23831597871254764,0.005618397000805844
D15_PTZ_BTD_TT_CAA,D15,PTZ,BTD,TT,CAA,LEDB3,0.3,0.43643112287980673,538.6734337695375,61.83088814087521,0.28072263580878853,0.5483371407973429,0.16777287148974582,0.0031673519041229385
D15_PTZ_BTD_TT_CAA,D15,PTZ,BTD,TT,CAA,LEDB4,0.3,0.4658005066682115,530.6707172494088,61.48958208526436,0.32504001962765255,0.5427804503122473,0.12930048475566022,0.002879045304439946
D16_PTZ_BTD_TT_RAA,D16,PTZ,BTD,TT,RAA,AM15G,0.3,0.4025609136665905,532.7609300501888,75.50057936028183,0.36946130626808515,0.440869884957224,0.16627691161426703,0.023391897160423804
D16_PTZ_BTD_TT_RAA,D16,PTZ,BTD,TT,RAA,CIEFL10,0.3,0.5599114322386243,530.3964733359171,62.3549235985804,0.35521743875720485,0.4728082572454126,0.16867621822719642,0.0032980857701860535
D16_PTZ_BTD_TT_RAA,D16,PTZ,BTD,TT,RAA,LEDB2,0.3,0.44422967078240777,560.5853694941525,60.91903585143712,0.1759580914111384,0.5516740282130392,0.2653909856605057,0.006976894715316712
D16_PTZ_BTD_TT_RAA,D16,PTZ,BTD,TT,RAA,LEDB3,0.3,0.5054642812252716,543.4494481798847,62.52962273437451,0.25799659145913767,0.547465333796637,0.19052076122698294,0.004017313517242491
D16_PTZ_BTD_TT_RAA,D16,PTZ,BTD,TT,RAA,LEDB4,0.3,0.5343457336768691,535.1959418948461,62.36529207025019,0.3012592926503008,0.546942929070681,0.14810576870239067,0.003692009576627602
